session_id,pred_ryota_nn,q,truth
20100012014517956,0.9934309,2,1
20100012540000424,0.99305975,2,1
20100013054800856,0.9926714,2,1
20100013123715416,0.9929387,2,1
20090312455206810,0.9874303,2,1
20090314363702160,0.9892392,2,1
20090315085850788,0.99102247,2,1
20090315101457836,0.99062586,2,1
20090316190523732,0.98877317,2,1
20100008572266050,0.9893712,2,1
20100009385330468,0.98987865,2,1
20100011003256550,0.9888775,2,1
20100011571871700,0.98945504,2,1
20100012363755750,0.98965997,2,1
20100013062325450,0.98994535,2,1
20100013473331852,0.98985225,2,1
20090314035813970,0.91766614,2,1
20090315081004164,0.9401098,2,1
20090319012741024,0.9312831,2,1
20100000404860470,0.92578924,2,1
20100007445515820,0.9477717,2,1
20100008103581056,0.9075494,2,1
20100009303098716,0.9359283,2,1
20100009314461780,0.93959594,2,1
20100011050028640,0.9284952,2,1
20100011274731204,0.942491,2,1
20100011290663880,0.93183655,2,1
20100012471966900,0.95136493,2,1
20090312431273200,0.97702855,3,1
20090313091715820,0.9716546,3,1
20090317111400710,0.97861457,3,1
20090317414400068,0.9820807,3,1
20090320140443148,0.97417045,3,0
20100006432365430,0.9797298,3,1
20100007011166932,0.9813239,3,1
20100008262217530,0.98207134,3,1
20100009560590796,0.9806938,3,1
20100010540710908,0.9802862,3,1
20100012492111156,0.98123944,3,1
20100012523954740,0.97527814,3,1
20090313571836404,0.9465561,3,1
20090314121766812,0.9480861,3,1
20090314221187252,0.94426566,3,1
20090314441803444,0.9470917,3,1
20090315170769824,0.94762546,3,1
20090317080721164,0.94842213,3,1
20090318021527530,0.9503851,3,1
20100000291486630,0.9442583,3,1
20100009003806170,0.94594735,3,1
20100012035069724,0.9513383,3,1
20100012495345730,0.94691056,3,1
20100012562027690,0.9482856,3,1
20090312433251036,0.9701882,3,1
20090315270479452,0.95216876,3,1
20090316152177500,0.9756762,3,1
20090318322359292,0.974744,3,1
20090318541618010,0.96839505,3,1
20100010554738616,0.97481865,3,1
20100011033647636,0.9760104,3,1
20100011394713344,0.9720576,3,1
20100012014517956,0.97442245,3,1
20100012540000424,0.97059935,3,1
20100013054800856,0.9748455,3,1
20100013123715416,0.97522134,3,1
20090312455206810,0.9630682,3,1
20090314363702160,0.96816796,3,1
20090315085850788,0.96695584,3,1
20090315101457836,0.9672212,3,1
20090316190523732,0.96722347,3,1
20100008572266050,0.9678472,3,1
20100009385330468,0.9644517,3,1
20100011003256550,0.9669786,3,1
20100011571871700,0.96774787,3,1
20100012363755750,0.96731466,3,1
20100013062325450,0.9667497,3,1
20100013473331852,0.9656479,3,1
20090314035813970,0.9241806,3,1
20090315081004164,0.92086774,3,1
20090319012741024,0.9295297,3,0
20100000404860470,0.92327756,3,1
20100007445515820,0.85003424,3,1
20100008103581056,0.9251748,3,1
20100009303098716,0.9244092,3,1
20100009314461780,0.9197901,3,1
20100011050028640,0.9281505,3,1
20100011274731204,0.87054515,3,0
20100011290663880,0.9231733,3,1
20100012471966900,0.9137935,3,1
20090312431273200,0.8976383,4,1
20090313091715820,0.9181459,4,1
20090317111400710,0.92778593,4,1
20090317414400068,0.916505,4,1
20090320140443148,0.89775056,4,1
20100006432365430,0.90979743,4,1
20100007011166932,0.9192332,4,1
20100008262217530,0.9143265,4,1
20100009560590796,0.90804875,4,1
20100010540710908,0.89988273,4,1
20100012492111156,0.9271103,4,1
20100012523954740,0.9020225,4,1
20090313571836404,0.9178721,4,1
20090314121766812,0.92360413,4,0
20090314221187252,0.9151324,4,0
20090314441803444,0.91942304,4,1
20090315170769824,0.9216054,4,1
20090317080721164,0.93111163,4,0
20090318021527530,0.9141866,4,1
20100000291486630,0.91323084,4,0
20100009003806170,0.925733,4,1
20100012035069724,0.91753054,4,1
20100012495345730,0.9270766,4,1
20100012562027690,0.9151528,4,0
20090312433251036,0.8720207,4,1
20090315270479452,0.8689314,4,1
20090316152177500,0.8706658,4,1
20090318322359292,0.891629,4,1
20090318541618010,0.87184334,4,1
20100010554738616,0.87377775,4,1
20100011033647636,0.873545,4,1
20100011394713344,0.87852675,4,1
20100012014517956,0.8745184,4,1
20100012540000424,0.8765782,4,1
20100013054800856,0.8647346,4,1
20100013123715416,0.8694869,4,1
20090312455206810,0.8527182,4,1
20090314363702160,0.85888416,4,1
20090315085850788,0.8762529,4,1
20090315101457836,0.860741,4,1
20090316190523732,0.8607598,4,1
20100008572266050,0.87060595,4,1
20100009385330468,0.861922,4,0
20100011003256550,0.8565042,4,1
20100011571871700,0.862588,4,1
20100012363755750,0.8657202,4,1
20100013062325450,0.874307,4,0
20100013473331852,0.87938964,4,1
20090314035813970,0.86864525,4,1
20090315081004164,0.8797725,4,1
20090319012741024,0.868165,4,0
20100000404860470,0.85964495,4,1
20100007445515820,0.8516568,4,1
20100008103581056,0.85388684,4,1
20100009303098716,0.85903263,4,1
20100009314461780,0.85307074,4,1
20100011050028640,0.8466469,4,1
20100011274731204,0.83669925,4,1
20100011290663880,0.86042035,4,1
20100012471966900,0.8625285,4,0
20090312431273200,0.50597215,5,1
20090313091715820,0.49344474,5,1
20090317111400710,0.49632576,5,0
20090317414400068,0.49394304,5,0
20090320140443148,0.5213885,5,0
20100006432365430,0.48179346,5,1
20100007011166932,0.524588,5,1
20100008262217530,0.47892988,5,1
20100009560590796,0.5117047,5,1
20100010540710908,0.49768522,5,0
20100012492111156,0.51274383,5,0
20100012523954740,0.5226218,5,0
20090313571836404,0.6312068,5,1
20090314121766812,0.6447093,5,0
20090314221187252,0.67564833,5,1
20090314441803444,0.6262023,5,1
20090315170769824,0.6361331,5,1
20090317080721164,0.64578897,5,0
20090318021527530,0.6940986,5,0
20100000291486630,0.6624567,5,1
20100009003806170,0.6293706,5,0
20100012035069724,0.63718444,5,1
20100012495345730,0.6528376,5,0
20100012562027690,0.67138964,5,1
20090312433251036,0.5525032,5,0
20090315270479452,0.52845055,5,0
20090316152177500,0.5670783,5,0
20090318322359292,0.5728242,5,1
20090318541618010,0.5726581,5,0
20100010554738616,0.57705283,5,1
20100011033647636,0.5572992,5,1
20100011394713344,0.5553168,5,1
20100012014517956,0.5766461,5,1
20100012540000424,0.5799891,5,0
20100013054800856,0.5816691,5,1
20100013123715416,0.58502436,5,1
20090312455206810,0.3926206,5,1
20090314363702160,0.42889175,5,1
20090315085850788,0.45055962,5,0
20090315101457836,0.41442734,5,1
20090316190523732,0.44343653,5,1
20100008572266050,0.42071643,5,0
20100009385330468,0.4184886,5,0
20100011003256550,0.4189744,5,0
20100011571871700,0.4356619,5,1
20100012363755750,0.44505328,5,0
20100013062325450,0.45762786,5,1
20100013473331852,0.4462994,5,1
20090314035813970,0.5712704,5,0
20090315081004164,0.5621551,5,0
20090319012741024,0.5209768,5,0
20100000404860470,0.5771237,5,1
20100007445515820,0.46022755,5,0
20100008103581056,0.57481754,5,1
20100009303098716,0.54262227,5,0
20100009314461780,0.5538369,5,0
20100011050028640,0.5535659,5,1
20100011274731204,0.4652727,5,0
20100011290663880,0.56657434,5,1
20100012471966900,0.530381,5,0
20090312431273200,0.6397016,6,1
20090313091715820,0.63318366,6,0
20090317111400710,0.577944,6,0
20090317414400068,0.63967955,6,1
20090320140443148,0.5871609,6,0
20100006432365430,0.6273348,6,1
20100007011166932,0.6353806,6,1
20100008262217530,0.6238723,6,1
20100009560590796,0.61633915,6,1
20100010540710908,0.61263764,6,1
20100012492111156,0.6168504,6,0
20100012523954740,0.6202042,6,1
20090313571836404,0.6227904,6,1
20090314121766812,0.6042731,6,1
20090314221187252,0.5770355,6,0
20090314441803444,0.61344725,6,1
20090315170769824,0.6200953,6,1
20090317080721164,0.5864314,6,0
20090318021527530,0.5389729,6,0
20100000291486630,0.5837797,6,0
20100009003806170,0.5937105,6,1
20100012035069724,0.6117343,6,1
20100012495345730,0.60350955,6,0
20100012562027690,0.5919452,6,0
20090312433251036,0.5986487,6,1
20090315270479452,0.57609564,6,0
20090316152177500,0.58696127,6,1
20090318322359292,0.57942176,6,1
20090318541618010,0.5864711,6,1
20100010554738616,0.5992966,6,0
20100011033647636,0.5990809,6,1
20100011394713344,0.59840894,6,1
20100012014517956,0.6085266,6,1
20100012540000424,0.5942055,6,1
20100013054800856,0.61928505,6,1
20100013123715416,0.6146425,6,1
20090312455206810,0.58053935,6,1
20090314363702160,0.61315006,6,1
20090315085850788,0.6499743,6,1
20090315101457836,0.6152489,6,1
20090316190523732,0.6094129,6,1
20100008572266050,0.59551364,6,0
20100009385330468,0.5961242,6,0
20100011003256550,0.6072944,6,1
20100011571871700,0.6175132,6,1
20100012363755750,0.62792283,6,1
20100013062325450,0.64637053,6,0
20100013473331852,0.63529,6,0
20090314035813970,0.6101762,6,1
20090315081004164,0.6325549,6,0
20090319012741024,0.64321226,6,0
20100000404860470,0.6195882,6,0
20100007445515820,0.6553471,6,1
20100008103581056,0.60649747,6,1
20100009303098716,0.6147933,6,1
20100009314461780,0.62799484,6,1
20100011050028640,0.62183845,6,1
20100011274731204,0.62896115,6,0
20100011290663880,0.6354189,6,1
20100012471966900,0.6343316,6,0
20090312431273200,0.77490854,7,1
20090313091715820,0.78012204,7,1
20090317111400710,0.77739716,7,1
20090317414400068,0.7710238,7,1
20090320140443148,0.7654572,7,0
20100006432365430,0.78094876,7,1
20100007011166932,0.7752318,7,1
20100008262217530,0.7952685,7,1
20100009560590796,0.785772,7,0
20100010540710908,0.7874395,7,1
20100012492111156,0.7861503,7,0
20100012523954740,0.76563126,7,0
20090313571836404,0.7490973,7,1
20090314121766812,0.74328345,7,1
20090314221187252,0.7232815,7,0
20090314441803444,0.745876,7,0
20090315170769824,0.7535307,7,1
20090317080721164,0.7402342,7,0
20090318021527530,0.7007067,7,1
20100000291486630,0.72902125,7,1
20100009003806170,0.74021745,7,1
20100012035069724,0.73937386,7,0
20100012495345730,0.73869354,7,1
20100012562027690,0.73222536,7,0
20090312433251036,0.7100037,7,1
20090315270479452,0.715856,7,1
20090316152177500,0.71495825,7,1
20090318322359292,0.7050809,7,1
20090318541618010,0.70742536,7,1
20100010554738616,0.7215256,7,0
20100011033647636,0.72255313,7,1
20100011394713344,0.719725,7,1
20100012014517956,0.7263858,7,1
20100012540000424,0.71810365,7,1
20100013054800856,0.72608316,7,0
20100013123715416,0.7226331,7,1
20090312455206810,0.609945,7,1
20090314363702160,0.63758695,7,1
20090315085850788,0.6391429,7,1
20090315101457836,0.62404186,7,1
20090316190523732,0.64098793,7,1
20100008572266050,0.6115082,7,0
20100009385330468,0.6373857,7,1
20100011003256550,0.6380756,7,0
20100011571871700,0.6468478,7,1
20100012363755750,0.6396762,7,1
20100013062325450,0.6561169,7,1
20100013473331852,0.64058346,7,1
20090314035813970,0.71771204,7,1
20090315081004164,0.69561374,7,1
20090319012741024,0.71160555,7,1
20100000404860470,0.70386815,7,0
20100007445515820,0.7082567,7,1
20100008103581056,0.7241554,7,1
20100009303098716,0.72321767,7,1
20100009314461780,0.7197241,7,0
20100011050028640,0.713402,7,0
20100011274731204,0.69829375,7,0
20100011290663880,0.70846754,7,1
20100012471966900,0.71366763,7,1
20090312431273200,0.68038154,8,1
20090313091715820,0.6892412,8,1
20090317111400710,0.7170878,8,0
20090317414400068,0.68990326,8,0
20090320140443148,0.68050313,8,0
20100006432365430,0.6923822,8,1
20100007011166932,0.70092374,8,1
20100008262217530,0.67966557,8,1
20100009560590796,0.6944512,8,1
20100010540710908,0.6733963,8,1
20100012492111156,0.69459367,8,0
20100012523954740,0.6809779,8,1
20090313571836404,0.6648876,8,1
20090314121766812,0.6693682,8,0
20090314221187252,0.6535628,8,1
20090314441803444,0.6623935,8,1
20090315170769824,0.65408164,8,1
20090317080721164,0.6501556,8,1
20090318021527530,0.6806749,8,1
20100000291486630,0.66657686,8,0
20100009003806170,0.64529777,8,0
20100012035069724,0.66711706,8,1
20100012495345730,0.65340334,8,1
20100012562027690,0.67079145,8,1
20090312433251036,0.7651563,8,0
20090315270479452,0.78609145,8,0
20090316152177500,0.7546887,8,1
20090318322359292,0.75792533,8,1
20090318541618010,0.7463431,8,0
20100010554738616,0.7285504,8,1
20100011033647636,0.7611673,8,0
20100011394713344,0.76462257,8,1
20100012014517956,0.7519083,8,1
20100012540000424,0.748399,8,1
20100013054800856,0.7449418,8,1
20100013123715416,0.7508701,8,1
20090312455206810,0.7042195,8,1
20090314363702160,0.73880935,8,1
20090315085850788,0.76002043,8,1
20090315101457836,0.73621917,8,0
20090316190523732,0.74717563,8,1
20100008572266050,0.7697423,8,1
20100009385330468,0.7519451,8,0
20100011003256550,0.7318093,8,0
20100011571871700,0.74374145,8,1
20100012363755750,0.75969166,8,1
20100013062325450,0.77319324,8,1
20100013473331852,0.77108467,8,1
20090314035813970,0.57098734,8,1
20090315081004164,0.59391993,8,1
20090319012741024,0.61372805,8,1
20100000404860470,0.56280315,8,1
20100007445515820,0.6134646,8,0
20100008103581056,0.5656038,8,0
20100009303098716,0.59139615,8,1
20100009314461780,0.5764067,8,1
20100011050028640,0.616311,8,1
20100011274731204,0.61418444,8,0
20100011290663880,0.572167,8,0
20100012471966900,0.587742,8,0
20090312431273200,0.65555155,9,1
20090313091715820,0.6513674,9,1
20090317111400710,0.6488402,9,0
20090317414400068,0.6425695,9,1
20090320140443148,0.6630696,9,0
20100006432365430,0.6682239,9,1
20100007011166932,0.6450405,9,1
20100008262217530,0.6464108,9,1
20100009560590796,0.6408811,9,1
20100010540710908,0.6524854,9,0
20100012492111156,0.64152247,9,0
20100012523954740,0.66325796,9,1
20090313571836404,0.7249874,9,1
20090314121766812,0.72673213,9,0
20090314221187252,0.73282,9,0
20090314441803444,0.7214243,9,0
20090315170769824,0.7113217,9,1
20090317080721164,0.6971481,9,0
20090318021527530,0.7266483,9,0
20100000291486630,0.73541844,9,0
20100009003806170,0.7165429,9,0
20100012035069724,0.72079957,9,1
20100012495345730,0.70974994,9,0
20100012562027690,0.7358851,9,1
20090312433251036,0.59186167,9,1
20090315270479452,0.59270746,9,1
20090316152177500,0.6144515,9,1
20090318322359292,0.5990282,9,1
20090318541618010,0.6316677,9,1
20100010554738616,0.6225351,9,1
20100011033647636,0.6093819,9,1
20100011394713344,0.6143745,9,1
20100012014517956,0.6025023,9,1
20100012540000424,0.6038068,9,1
20100013054800856,0.60386574,9,0
20100013123715416,0.60171556,9,1
20090312455206810,0.63085335,9,1
20090314363702160,0.6730563,9,1
20090315085850788,0.7253288,9,1
20090315101457836,0.69034415,9,1
20090316190523732,0.6789828,9,1
20100008572266050,0.66305554,9,0
20100009385330468,0.68434286,9,1
20100011003256550,0.65990704,9,1
20100011571871700,0.6769291,9,1
20100012363755750,0.6933258,9,1
20100013062325450,0.7207952,9,0
20100013473331852,0.70976824,9,0
20090314035813970,0.6822406,9,1
20090315081004164,0.7035796,9,1
20090319012741024,0.70001817,9,1
20100000404860470,0.67029643,9,1
20100007445515820,0.69576883,9,0
20100008103581056,0.69779414,9,1
20100009303098716,0.71721894,9,1
20100009314461780,0.6835804,9,1
20100011050028640,0.6861943,9,0
20100011274731204,0.67764664,9,0
20100011290663880,0.68261737,9,1
20100012471966900,0.70481855,9,0
20090312431273200,0.51771057,10,1
20090313091715820,0.5308178,10,0
20090317111400710,0.5249828,10,0
20090317414400068,0.53898364,10,1
20090320140443148,0.49992752,10,0
20100006432365430,0.51672316,10,0
20100007011166932,0.51043844,10,1
20100008262217530,0.55490416,10,0
20100009560590796,0.5127279,10,1
20100010540710908,0.55051357,10,0
20100012492111156,0.5157053,10,1
20100012523954740,0.50725377,10,0
20090313571836404,0.42784753,10,1
20090314121766812,0.42037338,10,1
20090314221187252,0.39781407,10,0
20090314441803444,0.4265844,10,1
20090315170769824,0.42879897,10,1
20090317080721164,0.4224986,10,0
20090318021527530,0.41942957,10,0
20100000291486630,0.40867716,10,1
20100009003806170,0.41403598,10,0
20100012035069724,0.42614576,10,1
20100012495345730,0.4216867,10,0
20100012562027690,0.41526052,10,1
20090312433251036,0.46470678,10,0
20090315270479452,0.46829915,10,0
20090316152177500,0.48990104,10,0
20090318322359292,0.4688868,10,1
20090318541618010,0.49415946,10,0
20100010554738616,0.49463394,10,0
20100011033647636,0.48696336,10,0
20100011394713344,0.4871371,10,1
20100012014517956,0.4909721,10,1
20100012540000424,0.48652124,10,0
20100013054800856,0.49661922,10,1
20100013123715416,0.49054375,10,1
20090312455206810,0.51516724,10,1
20090314363702160,0.5506,10,1
20090315085850788,0.58433694,10,0
20090315101457836,0.54347736,10,0
20090316190523732,0.5565343,10,1
20100008572266050,0.55240464,10,0
20100009385330468,0.53781796,10,0
20100011003256550,0.53947526,10,0
20100011571871700,0.539389,10,0
20100012363755750,0.5657095,10,1
20100013062325450,0.58810604,10,0
20100013473331852,0.58137333,10,0
20090314035813970,0.40993074,10,0
20090315081004164,0.44410378,10,1
20090319012741024,0.4628458,10,0
20100000404860470,0.4031715,10,1
20100007445515820,0.4829578,10,1
20100008103581056,0.4109154,10,1
20100009303098716,0.4362558,10,1
20100009314461780,0.4351305,10,1
20100011050028640,0.44393274,10,1
20100011274731204,0.45383936,10,0
20100011290663880,0.41448414,10,0
20100012471966900,0.45909506,10,1
20090312431273200,0.6754713,11,1
20090313091715820,0.6655774,11,0
20090317111400710,0.66080546,11,1
20090317414400068,0.63687867,11,1
20090320140443148,0.70695966,11,0
20100006432365430,0.6974251,11,1
20100007011166932,0.661531,11,1
20100008262217530,0.6253062,11,1
20100009560590796,0.6905856,11,1
20100010540710908,0.65052676,11,1
20100012492111156,0.6131733,11,1
20100012523954740,0.6778833,11,1
20090313571836404,0.4719153,11,1
20090314121766812,0.46534216,11,1
20090314221187252,0.56136787,11,0
20090314441803444,0.46930778,11,0
20090315170769824,0.47944492,11,0
20090317080721164,0.53491163,11,0
20090318021527530,0.52829367,11,1
20100000291486630,0.537433,11,1
20100009003806170,0.4868784,11,0
20100012035069724,0.49734625,11,1
20100012495345730,0.51140875,11,0
20100012562027690,0.5376724,11,1
20090312433251036,0.5698413,11,0
20090315270479452,0.57005197,11,0
20090316152177500,0.5277459,11,0
20090318322359292,0.54527026,11,0
20090318541618010,0.5274515,11,0
20100010554738616,0.5065067,11,0
20100011033647636,0.54883474,11,1
20100011394713344,0.5543039,11,0
20100012014517956,0.5346816,11,1
20100012540000424,0.5555333,11,0
20100013054800856,0.5323647,11,1
20100013123715416,0.5523445,11,0
20090312455206810,0.6002363,11,1
20090314363702160,0.600266,11,1
20090315085850788,0.58667463,11,1
20090315101457836,0.5866362,11,1
20090316190523732,0.6024734,11,1
20100008572266050,0.59710664,11,1
20100009385330468,0.6078462,11,0
20100011003256550,0.6080642,11,0
20100011571871700,0.610028,11,0
20100012363755750,0.60633504,11,0
20100013062325450,0.5846075,11,0
20100013473331852,0.5801292,11,1
20090314035813970,0.59147525,11,0
20090315081004164,0.5946992,11,0
20090319012741024,0.596623,11,0
20100000404860470,0.5845132,11,0
20100007445515820,0.6332594,11,1
20100008103581056,0.5904738,11,0
20100009303098716,0.61787146,11,0
20100009314461780,0.59271055,11,0
20100011050028640,0.5779425,11,0
20100011274731204,0.61202055,11,1
20100011290663880,0.58483166,11,1
20100012471966900,0.6138541,11,1
20090312431273200,0.8373611,12,1
20090313091715820,0.83861184,12,1
20090317111400710,0.8405439,12,1
20090317414400068,0.83809346,12,1
20090320140443148,0.83946335,12,0
20100006432365430,0.8350186,12,1
20100007011166932,0.85262305,12,0
20100008262217530,0.84268594,12,1
20100009560590796,0.8398994,12,1
20100010540710908,0.82826805,12,1
20100012492111156,0.84486043,12,1
20100012523954740,0.8422111,12,1
20090313571836404,0.7872983,12,0
20090314121766812,0.7793516,12,1
20090314221187252,0.7653531,12,1
20090314441803444,0.7809854,12,1
20090315170769824,0.78059804,12,1
20090317080721164,0.76500326,12,0
20090318021527530,0.7372754,12,1
20100000291486630,0.7697223,12,1
20100009003806170,0.7855205,12,1
20100012035069724,0.7727808,12,1
20100012495345730,0.7687619,12,1
20100012562027690,0.76294214,12,1
20090312433251036,0.86960065,12,1
20090315270479452,0.85316116,12,0
20090316152177500,0.8699176,12,1
20090318322359292,0.8644175,12,1
20090318541618010,0.86832136,12,0
20100010554738616,0.86295396,12,1
20100011033647636,0.86811423,12,1
20100011394713344,0.8667266,12,1
20100012014517956,0.86345005,12,1
20100012540000424,0.85398585,12,1
20100013054800856,0.86501646,12,1
20100013123715416,0.8607827,12,1
20090312455206810,0.8700096,12,1
20090314363702160,0.86977774,12,1
20090315085850788,0.8766491,12,1
20090315101457836,0.8713141,12,1
20090316190523732,0.8723356,12,1
20100008572266050,0.8686076,12,0
20100009385330468,0.87089974,12,0
20100011003256550,0.87479866,12,0
20100011571871700,0.8762314,12,1
20100012363755750,0.87819046,12,1
20100013062325450,0.8786356,12,1
20100013473331852,0.87931705,12,1
20090314035813970,0.7646878,12,1
20090315081004164,0.7884482,12,1
20090319012741024,0.79416096,12,1
20100000404860470,0.75092554,12,1
20100007445515820,0.8289019,12,1
20100008103581056,0.7509429,12,1
20100009303098716,0.79526615,12,0
20100009314461780,0.77557886,12,1
20100011050028640,0.7711456,12,1
20100011274731204,0.82766944,12,1
20100011290663880,0.7707657,12,1
20100012471966900,0.79037225,12,1
20090312431273200,0.17130412,13,0
20090313091715820,0.14818954,13,0
20090317111400710,0.14695396,13,1
20090317414400068,0.12328266,13,0
20090320140443148,0.17472875,13,0
20100006432365430,0.16962686,13,0
20100007011166932,0.16444464,13,0
20100008262217530,0.13631167,13,1
20100009560590796,0.15884791,13,1
20100010540710908,0.15653886,13,0
20100012492111156,0.1335967,13,0
20100012523954740,0.18711999,13,0
20090313571836404,0.179589,13,1
20090314121766812,0.17061959,13,0
20090314221187252,0.17193021,13,0
20090314441803444,0.1821301,13,0
20090315170769824,0.18630825,13,0
20090317080721164,0.15304157,13,0
20090318021527530,0.14065441,13,0
20100000291486630,0.17655797,13,0
20100009003806170,0.15821065,13,0
20100012035069724,0.17430961,13,0
20100012495345730,0.15313168,13,0
20100012562027690,0.17952725,13,1
20090312433251036,0.16486393,13,0
20090315270479452,0.1826137,13,0
20090316152177500,0.15559515,13,0
20090318322359292,0.15689716,13,0
20090318541618010,0.16281955,13,0
20100010554738616,0.14933707,13,0
20100011033647636,0.15533975,13,0
20100011394713344,0.16671401,13,1
20100012014517956,0.15007047,13,0
20100012540000424,0.15011552,13,0
20100013054800856,0.14674805,13,0
20100013123715416,0.15551367,13,1
20090312455206810,0.23681723,13,1
20090314363702160,0.22614929,13,0
20090315085850788,0.22460842,13,0
20090315101457836,0.22731759,13,1
20090316190523732,0.22880575,13,0
20100008572266050,0.21614593,13,0
20100009385330468,0.23185225,13,0
20100011003256550,0.23397124,13,0
20100011571871700,0.2332708,13,0
20100012363755750,0.22609872,13,0
20100013062325450,0.22340037,13,0
20100013473331852,0.22500768,13,0
20090314035813970,0.17564565,13,0
20090315081004164,0.17316505,13,1
20090319012741024,0.16379046,13,0
20100000404860470,0.18625766,13,0
20100007445515820,0.19481124,13,1
20100008103581056,0.17182274,13,0
20100009303098716,0.16618323,13,0
20100009314461780,0.17630754,13,1
20100011050028640,0.15507972,13,0
20100011274731204,0.17054895,13,0
20100011290663880,0.17662326,13,0
20100012471966900,0.16498491,13,0
20090312431273200,0.61130744,14,1
20090313091715820,0.62112755,14,1
20090317111400710,0.66173166,14,1
20090317414400068,0.6480568,14,1
20090320140443148,0.62403446,14,0
20100006432365430,0.6278414,14,1
20100007011166932,0.6407427,14,1
20100008262217530,0.6500519,14,1
20100009560590796,0.6202709,14,1
20100010540710908,0.6247131,14,0
20100012492111156,0.6492472,14,1
20100012523954740,0.6041773,14,1
20090313571836404,0.84130377,14,0
20090314121766812,0.8436273,14,1
20090314221187252,0.8234999,14,1
20090314441803444,0.8411042,14,1
20090315170769824,0.8391414,14,1
20090317080721164,0.8437919,14,0
20090318021527530,0.8166964,14,0
20100000291486630,0.8290032,14,0
20100009003806170,0.84029925,14,1
20100012035069724,0.840521,14,1
20100012495345730,0.83870506,14,1
20100012562027690,0.8221177,14,1
20090312433251036,0.78773445,14,1
20090315270479452,0.79968673,14,0
20090316152177500,0.81918657,14,1
20090318322359292,0.81627446,14,0
20090318541618010,0.813479,14,1
20100010554738616,0.8173302,14,1
20100011033647636,0.8089718,14,1
20100011394713344,0.8160815,14,1
20100012014517956,0.81732464,14,1
20100012540000424,0.8173138,14,0
20100013054800856,0.8146906,14,0
20100013123715416,0.8124699,14,0
20090312455206810,0.63607657,14,1
20090314363702160,0.6228483,14,1
20090315085850788,0.67431736,14,1
20090315101457836,0.6279749,14,1
20090316190523732,0.61929595,14,1
20100008572266050,0.65210986,14,0
20100009385330468,0.6428731,14,0
